Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-03-07,Transaction at YouTube Premium,759.69,Entertainment,Credit Card,Delhi,Salary,Debit,Mobile,INR,Subscription,No,Friday,March,Night
2025-05-04,Transaction at US Polo,2557.38,Clothing,UPI,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Sunday,May,Night
2025-11-30,Transaction at Ola,1096.42,Transport,Debit Card,Pune,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,November,Morning
2025-01-18,Transaction at Nike,1393.92,Clothing,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Retail,No,Saturday,January,Morning
2025-01-14,Transaction at CCD,,Food,Credit Card,Bangalore,Current,Debit,POS Terminal,INR,Restaurant,No,Tuesday,January,Evening
2025-06-16,Transaction at Vistara,29777.76,Travell_err,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,Yes,Monday,June,Night
2025-12-02,Transaction at Paradise Biryani,240.32,Food,UPI,Hyderabad,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Tuesday,December,Afternoon
2025-10-31,Transaction at Uber,1502.62,Transport,Net Banking,Bangalore,Current,Debit,POS Terminal,INR,Service,Yes,Friday,October,Night
2025-09-09,Transaction at Reliance Fresh,3767.1,Grocerie$,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Retail,No,Tuesday,September,Evening
2025-04-23,Transaction at Dominos,1395.67,Food,UPI,Chennai,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Wednesday,April,Afternoon
2025-05-16,Transaction at US Polo,4480.32,Clothing,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Friday,May,Night
2025-05-16,Transaction at Tata Cliq,19386.21,Online Shopping,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Online Store,No,Friday,May,Night
2025-08-27,Transaction at Puma,2945.49,Clothing,UPI,Bangalore,Credit Card,Debit,Desktop,INR,Retail,Yes,Wednesday,August,Morning
2025-07-17,Transaction at MakeMyTrip,18178.72,Travell_err,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Service,Yes,Thursday,July,Morning
2025-11-11,Transaction at Wrogn,683.09,Clothing,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,No,Tuesday,November,Afternoon
2025-01-23,Transaction at Myntra,18163.03,Online Shopping,Debit Card,Chennai,Current,Debit,POS Terminal,INR,Online Store,No,Thursday,January,Afternoon
2025-08-23,Transaction at JioMart,2056.02,,UPI,Hyderabad,Current,Debit,POS Terminal,INR,Retail,Yes,Saturday,August,Afternoon
2025-12-11,Transaction at Gas Agency,3399.99,Biills,Net Banking,Pune,Current,Debit,Mobile,INR,Service,No,Thursday,December,Afternoon
2025-12-18,Transaction at Gaana,176.5,Entertainment,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Subscription,Yes,Thursday,December,Afternoon
2025-06-27,Transaction at Uber,1117.73,Transport,Debit Card,Bangalore,Savings,Debit,Mobile,INR,Service,Yes,Friday,June,Afternoon
2025-05-07,Transaction at YouTube Premium,479.92,Entertainment,Net Banking,Chennai,Savings,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,May,Evening
2025-02-16,Transaction at Mi Store,105261.83,Electronics,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Retail,No,Sunday,February,Evening
2025-11-30,Transaction at Ajio,8214.25,Online Shopping,Debit Card,Bangalore,Current,Debit,Desktop,INR,Online Store,Yes,Sunday,November,Afternoon
2025-11-01,Transaction at Nilgiris,1954.25,Grocerie$,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Saturday,November,Afternoon
2025-06-12,Transaction at Dell Exclusive,,Electronics,Credit Card,Mumbai,Current,Debit,POS Terminal,INR,Retail,No,Thursday,June,Afternoon
2025-04-12,Transaction at Pepperfry,6852.12,Online Shopping,UPI,Chennai,Current,Debit,POS Terminal,INR,Online Store,No,Saturday,April,Morning
2025-03-31,Transaction at Subway,863.68,Food,UPI,Hyderabad,Current,Debit,Desktop,INR,Restaurant,Yes,Monday,March,Afternoon
2025-05-11,Transaction at Aster,608.02,Healthcare,UPI,Mumbai,Salary,Debit,Desktop,INR,Service,No,Sunday,May,Morning
2025-09-14,Transaction at Paradise Biryani,604.6,Food,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,September,Morning
2025-03-23,Transaction at Woodland,3330.64,Clothing,Net Banking,Bangalore,Credit Card,Debit,Desktop,INR,Retail,Yes,Sunday,March,Evening
2025-01-22,Transaction at Pantaloons,3379.75,Clothing,Credit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,No,Wednesday,January,Night
2025-08-28,Transaction at Hotstar,790.54,Entertainment,Credit Card,Delhi,Salary,Debit,Desktop,INR,Subscription,No,Thursday,August,Night
2025-11-24,Transaction at Wrogn,7382.95,Clothing,Net Banking,Bangalore,Savings,Debit,POS Terminal,INR,Retail,Yes,Monday,November,Evening
2025-12-13,Transaction at Pizza Hut,1469.01,Food,UPI,Chennai,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Saturday,December,Morning
2025-04-20,Transaction at TSRTC,1816.49,Transport,UPI,Delhi,Salary,Debit,Mobile,INR,Service,Yes,Sunday,April,Afternoon
2025-05-01,Transaction at Levis,7991.31,Clothing,Debit Card,Chennai,Current,Debit,Desktop,INR,Retail,Yes,Thursday,May,Morning
2025-04-01,Transaction at Dell Exclusive,56506.99,Electronics,UPI,Pune,Savings,Debit,POS Terminal,INR,Retail,Yes,Tuesday,April,Night
2025-06-23,Transaction at CCD,888.92,Food,Net Banking,Kolkata,Current,Debit,Desktop,INR,Restaurant,No,Monday,June,Night
2025-05-11,Transaction at Apollo Pharmacy,6708.6,Healthcare,Credit Card,Mumbai,Salary,Debit,Desktop,INR,Service,No,Sunday,May,Night
2025-06-05,Transaction at Gas Agency,5146.92,Biills,UPI,Kolkata,Current,Debit,Desktop,INR,Service,No,Thursday,June,Evening
2025-01-28,Transaction at Rapido,713.36,Transport,UPI,Delhi,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,January,Night
2025-07-13,Transaction at Vivo Store,37033.08,Electronics,Net Banking,Mumbai,Salary,Debit,POS Terminal,INR,Retail,Yes,Sunday,July,Morning
2025-06-27,Transaction at Apollo Hospital,9092.06,Healthcare,Debit Card,Hyderabad,Salary,Debit,Desktop,INR,Service,No,Friday,June,Afternoon
2025-04-23,Transaction at OnePlus,29618.42,Electronics,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Retail,Yes,Wednesday,April,Morning
2025-02-23,Transaction at Gaana,676.82,Entertainment,UPI,Delhi,Savings,Debit,Desktop,INR,Subscription,No,Sunday,February,Night
2025-04-27,Transaction at Vistara,17807.74,Travell_err,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Service,Yes,Sunday,April,Afternoon
2025-05-14,Transaction at Allen Solly,1902.17,Clothing,Debit Card,Pune,Savings,Debit,POS Terminal,INR,Retail,No,Wednesday,May,Evening
2025-09-28,Transaction at CloudNine,11819.82,Healthcare,UPI,Chennai,Current,Debit,POS Terminal,INR,Service,No,Sunday,September,Afternoon
2025-11-29,Transaction at AirAsia,9628.66,Travell_err,Credit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Saturday,November,Night
2025-07-13,Transaction at Uber,494.4,Transport,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,July,Morning
2025-04-27,Transaction at Metro Rail,238.28,Transport,UPI,Hyderabad,Savings,Debit,Mobile,INR,Service,No,Sunday,April,Evening
2025-08-28,Transaction at RedBus,1853.34,Transport,Net Banking,Chennai,Current,Debit,Desktop,INR,Service,Yes,Thursday,August,Evening
2025-07-25,Transaction at Ajio,7403.05,Online Shopping,Debit Card,Mumbai,Salary,Debit,Desktop,INR,Online Store,Yes,Friday,July,Evening
2025-08-07,Transaction at Taco Bell,691.95,Food,Credit Card,Chennai,Salary,Debit,POS Terminal,INR,Restaurant,No,Thursday,August,Afternoon
2025-04-14,Transaction at MakeMyTrip,13058.86,Travell_err,Net Banking,Delhi,Credit Card,Debit,Desktop,INR,Service,Yes,Monday,April,Afternoon
2025-12-21,Transaction at MakeMyTrip,23818.31,Travell_err,Credit Card,Pune,Savings,Debit,Desktop,INR,Service,No,Sunday,December,Night
2025-01-10,Transaction at Vodafone Idea,1880.81,Biills,UPI,Mumbai,Salary,Debit,Desktop,INR,Service,Yes,Friday,January,Morning
2025-10-25,Transaction at Aster,16446.67,Healthcare,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Saturday,October,Evening
2025-09-14,Transaction at Paradise Biryani,1396.27,Food,Debit Card,Delhi,Savings,Debit,Desktop,INR,Restaurant,No,Sunday,September,Night
2025-11-18,Transaction at Pepperfry,1882.3,Online Shopping,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Online Store,No,Tuesday,November,Evening
2025-04-12,Transaction at More Supermarket,2904.76,Grocerie$,UPI,Bangalore,Current,Debit,Desktop,INR,Retail,Yes,Saturday,April,Evening
2025-03-08,Transaction at Netflix,99.44,Entertainment,Net Banking,Hyderabad,Savings,Debit,POS Terminal,INR,Subscription,No,Saturday,March,Night
2025-06-01,Transaction at BMTC,419.26,Transport,Credit Card,Hyderabad,Salary,Debit,Mobile,INR,Service,No,Sunday,June,Morning
2025-12-09,Transaction at Noise,5251.13,Electronics,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Retail,Yes,Tuesday,December,Evening
2025-03-26,Transaction at SonyLiv,344.37,Entertainment,UPI,Hyderabad,Current,Debit,Mobile,INR,Subscription,Yes,Wednesday,March,Evening
2025-12-18,Transaction at Gas Agency,404.57,Biills,UPI,Pune,Savings,Debit,Desktop,INR,Service,Yes,Thursday,December,Afternoon
2025-12-11,Transaction at Amazon,17616.61,Online Shopping,Debit Card,Chennai,Credit Card,Debit,Mobile,INR,Online Store,Yes,Thursday,December,Night
2025-02-08,Transaction at Nature's Basket,2672.98,Grocerie$,Net Banking,Mumbai,Credit Card,Debit,Mobile,INR,Retail,No,Saturday,February,Evening
2025-02-23,Transaction at Apollo Hospital,17960.18,Healthcare,Net Banking,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,February,Evening
2025-02-06,Transaction at Apple Music,982.65,Entertainment,UPI,Chennai,Credit Card,Debit,Desktop,INR,Subscription,Yes,Thursday,February,Morning
2025-01-04,Transaction at Star Bazaar,264.55,Grocerie$,Debit Card,Delhi,Current,Debit,Mobile,INR,Retail,No,Saturday,January,Morning
2025-05-05,Transaction at Reliance Fresh,963.71,Grocerie$,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Retail,No,Monday,May,Afternoon
2025-06-05,Transaction at Vivo Store,14589.11,Electronics,Credit Card,Chennai,Savings,Debit,Desktop,INR,Retail,No,Thursday,June,Morning
2025-12-18,Transaction at Jio Fiber,5003.83,,Credit Card,Bangalore,Current,Debit,Mobile,INR,Service,Yes,Thursday,December,Morning
2025-07-19,Transaction at TNEB,2718.54,Biills,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Service,No,Saturday,July,Evening
2025-02-27,Transaction at BMTC,1068.47,Transport,UPI,Pune,Current,Debit,Desktop,INR,Service,Yes,Thursday,February,Morning
2025-06-02,Transaction at HP World,130899.88,Electronics,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Retail,Yes,Monday,June,Night
2025-03-12,Transaction at Wrogn,3980.46,Clothing,Debit Card,Mumbai,Current,Debit,Desktop,INR,Retail,No,Wednesday,March,Afternoon
2025-04-26,Transaction at Max Fashion,923.83,Clothing,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Retail,Yes,Saturday,April,Evening
2025-03-03,Transaction at Subway,1332.28,Food,UPI,Delhi,Current,Debit,Mobile,INR,Restaurant,No,Monday,March,Afternoon
2025-06-03,Transaction at Netmeds,5071.68,Healthcare,UPI,Delhi,Current,Debit,POS Terminal,INR,Service,No,Tuesday,June,Evening
2025-07-01,Transaction at YouTube Premium,293.43,Entertainment,UPI,Bangalore,Current,Debit,Desktop,INR,Subscription,No,Tuesday,July,Evening
2025-10-31,Transaction at Ola,81.6,Transport,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Service,No,Friday,October,Evening
2025-01-22,Transaction at Aster,15297.36,Healthcare,Net Banking,Bangalore,Credit Card,Debit,Desktop,INR,Service,Yes,Wednesday,January,Night
2025-12-23,Transaction at Pantaloons,3531.68,Clothing,Net Banking,Hyderabad,Salary,Debit,Mobile,INR,Retail,No,Tuesday,December,Morning
2025-10-25,Transaction at H&M,6467.91,Clothing,Net Banking,Bangalore,Current,Debit,Desktop,INR,Retail,No,Saturday,October,Morning
2025-12-09,Transaction at Property Tax Online,5856.13,Biills,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Service,Yes,Tuesday,December,Morning
2025-09-21,Transaction at DMart,3296.17,Grocerie$,Net Banking,Bangalore,Salary,Debit,POS Terminal,INR,Retail,Yes,Sunday,September,Evening
2025-02-25,Transaction at DMart,674.79,,Credit Card,Delhi,Savings,Debit,POS Terminal,INR,Retail,No,Tuesday,February,Morning
2025-12-09,Transaction at Puma,2340.07,Clothing,Credit Card,Kolkata,Salary,Debit,Desktop,INR,Retail,Yes,Tuesday,December,Morning
2025-12-07,Transaction at Property Tax Online,5676.52,Biills,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Service,No,Sunday,December,Night
2025-07-25,Transaction at OnePlus,110784.78,Electronics,Credit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,No,Friday,July,Night
2025-11-06,Transaction at ACT Fibernet,2261.65,Biills,UPI,Delhi,Savings,Debit,Mobile,INR,Service,Yes,Thursday,November,Morning
2025-04-25,Transaction at Property Tax Online,,Biills,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Friday,April,Afternoon
2025-11-21,Transaction at Spotify,227.98,Entertainment,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Subscription,No,Friday,November,Evening
2025-07-12,Transaction at BigBazaar,4344.82,Grocerie$,Net Banking,Hyderabad,Salary,Debit,Mobile,INR,Retail,Yes,Saturday,July,Night
2025-10-29,Transaction at Gas Agency,1204.04,Biills,UPI,Hyderabad,Savings,Debit,Mobile,INR,Service,No,Wednesday,October,Afternoon
2025-10-07,Transaction at Starbucks,1347.39,Food,UPI,Pune,Salary,Debit,POS Terminal,INR,Restaurant,No,Tuesday,October,Night
2025-11-26,Transaction at Nike,4839.91,Clothing,Credit Card,Hyderabad,Current,Debit,POS Terminal,INR,Retail,No,Wednesday,November,Night
2025-03-20,Transaction at A2B,1062.92,Food,UPI,Chennai,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,March,Night
2025-08-19,Transaction at Snapdeal,18618.98,Online Shopping,Credit Card,Delhi,Current,Debit,Desktop,INR,Online Store,Yes,Tuesday,August,Afternoon
2025-11-17,Transaction at Reliance Digital,10147.07,Electronics,Credit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,No,Monday,November,Afternoon
2025-10-11,Transaction at OnePlus,43429.56,Electronics,UPI,Mumbai,Savings,Debit,Mobile,INR,Retail,No,Saturday,October,Morning
2025-08-15,Transaction at OYO,15218.93,Travell_err,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,August,Night
2025-12-08,Transaction at Star Bazaar,2463.46,Grocerie$,Credit Card,Pune,Savings,Debit,Desktop,INR,Retail,Yes,Monday,December,Morning
2025-05-11,Transaction at Asus Store,30660.46,Electronics,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Retail,No,Sunday,May,Morning
2025-03-09,Transaction at RedBus,460.57,Transport,Net Banking,Pune,Salary,Debit,Mobile,INR,Service,No,Sunday,March,Morning
2025-02-22,Transaction at OYO,22252.71,,Credit Card,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Saturday,February,Night
2025-01-12,Transaction at Vodafone Idea,2056.43,Biills,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Service,Yes,Sunday,January,Afternoon
2025-03-17,Transaction at Lenskart,14357.43,Online Shopping,Net Banking,Hyderabad,Savings,Debit,POS Terminal,INR,Online Store,Yes,Monday,March,Afternoon
2025-06-13,Transaction at Max Fashion,3802.88,Clothing,UPI,Bangalore,Savings,Debit,Mobile,INR,Retail,Yes,Friday,June,Morning
2025-06-28,Transaction at BMTC,1730.6,Transport,Net Banking,Chennai,Savings,Debit,Mobile,INR,Service,Yes,Saturday,June,Morning
2025-10-07,Transaction at Fortis,2923.93,,Net Banking,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,October,Afternoon
2025-06-06,Transaction at Meesho,4464.79,Online Shopping,UPI,Mumbai,Savings,Debit,Mobile,INR,Online Store,No,Friday,June,Night
2025-07-03,Transaction at McDonalds,,Food,UPI,Pune,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,July,Night
2025-10-27,Transaction at Tata Cliq,6066.7,Online Shopping,UPI,Hyderabad,Current,Debit,POS Terminal,INR,Online Store,Yes,Monday,October,Night
2025-02-03,Transaction at Metro Rail,989.01,Transport,Credit Card,Hyderabad,Salary,Debit,Desktop,INR,Service,No,Monday,February,Morning
2025-05-22,Transaction at Jio Fiber,4119.78,Biills,Debit Card,Delhi,Salary,Debit,Mobile,INR,Service,No,Thursday,May,Morning
2025-07-19,Transaction at Spotify,239.8,Entertainment,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Subscription,Yes,Saturday,July,Evening
2025-08-26,Transaction at Aster,15555.39,Healthcare,Credit Card,Chennai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Tuesday,August,Evening
2025-09-14,Transaction at AirAsia,3388.72,Travell_err,Credit Card,Pune,Savings,Debit,Mobile,INR,Service,No,Sunday,September,Afternoon
2025-01-25,Transaction at Ajio,12133.48,Online Shopping,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Online Store,No,Saturday,January,Morning
2025-05-08,Transaction at Saravana Bhavan,1460.29,Food,UPI,Chennai,Savings,Debit,Mobile,INR,Restaurant,Yes,Thursday,May,Night
2025-08-03,Transaction at Yatra,28640.99,Travell_err,UPI,Chennai,Credit Card,Debit,Mobile,INR,Service,Yes,Sunday,August,Morning
2025-06-22,Transaction at Spencers,4937.52,Grocerie$,Debit Card,Mumbai,Current,Debit,POS Terminal,INR,Retail,No,Sunday,June,Afternoon
2025-03-07,Transaction at Metro Rail,582.02,Transport,UPI,Bangalore,Current,Debit,Mobile,INR,Service,Yes,Friday,March,Morning
2025-09-03,Transaction at Max Fashion,4793.71,Clothing,Net Banking,Delhi,Salary,Debit,Mobile,INR,Retail,Yes,Wednesday,September,Night
2025-09-18,Transaction at BigBazaar,1549.92,Grocerie$,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Retail,No,Thursday,September,Morning
2025-12-28,Transaction at Max Fashion,6331.51,Clothing,UPI,Pune,Savings,Debit,POS Terminal,INR,Retail,No,Sunday,December,Night
2025-07-22,Transaction at Levis,6652.05,,UPI,Hyderabad,Salary,Debit,POS Terminal,INR,Retail,Yes,Tuesday,July,Morning
2025-06-04,Transaction at Spencers,1218.05,Grocerie$,UPI,Kolkata,Savings,Debit,POS Terminal,INR,Retail,No,Wednesday,June,Evening
2025-08-28,Transaction at Property Tax Online,769.09,Biills,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Service,No,Thursday,August,Afternoon
2025-05-06,Transaction at SonyLiv,649.84,Entertainment,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,May,Night
2025-01-23,Transaction at A2B,1366.0,Food,Credit Card,Delhi,Salary,Debit,Mobile,INR,Restaurant,No,Thursday,January,Afternoon
2025-05-28,Transaction at Dominos,,Food,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Restaurant,No,Wednesday,May,Night
2025-01-27,Transaction at Rapido,1777.46,Transport,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Monday,January,Afternoon
2025-08-21,Transaction at DMart,1667.73,Grocerie$,Debit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,No,Thursday,August,Morning
2025-12-14,Transaction at Vodafone Idea,560.69,Biills,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Service,Yes,Sunday,December,Morning
2025-07-02,Transaction at IndiGo,14451.75,Travell_err,Net Banking,Pune,Savings,Debit,Mobile,INR,Service,Yes,Wednesday,July,Afternoon
2025-12-28,Transaction at Paradise Biryani,1241.46,,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,December,Morning
2025-05-22,Transaction at Noise,83754.03,Electronics,Credit Card,Chennai,Salary,Debit,Mobile,INR,Retail,Yes,Thursday,May,Evening
2025-04-18,Transaction at Boat Lifestyle,60575.87,Electronics,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Retail,No,Friday,April,Afternoon
2025-04-02,Transaction at Reliance Fresh,2591.87,Grocerie$,UPI,Pune,Current,Debit,Mobile,INR,Retail,Yes,Wednesday,April,Night
2025-08-14,Transaction at Nature's Basket,242.72,,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Retail,No,Thursday,August,Night
2025-05-01,Transaction at Goibibo,,Travell_err,Net Banking,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Thursday,May,Morning
2025-12-02,Transaction at MakeMyTrip,5058.29,Travell_err,Net Banking,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Tuesday,December,Afternoon
2025-07-10,Transaction at Hotstar,256.25,,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Subscription,Yes,Thursday,July,Night
2025-08-06,Transaction at Croma,137398.45,Electronics,Net Banking,Pune,Salary,Debit,Desktop,INR,Retail,Yes,Wednesday,August,Morning
2025-02-08,Transaction at Subway,1392.53,Food,Credit Card,Delhi,Salary,Debit,Desktop,INR,Restaurant,No,Saturday,February,Night
2025-10-25,Transaction at Wrogn,7419.57,Clothing,Credit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,No,Saturday,October,Evening
2025-10-20,Transaction at Property Tax Online,3108.67,Biills,Debit Card,Kolkata,Salary,Debit,Mobile,INR,Service,Yes,Monday,October,Afternoon
2025-03-10,Transaction at Rapido,47845.0,Transport,Debit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Monday,March,Night
2025-05-27,Transaction at JioMart,2410.58,Grocerie$,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Retail,No,Tuesday,May,Night
2025-04-15,Transaction at Taco Bell,581.29,,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Restaurant,No,Tuesday,April,Afternoon
2025-11-23,Transaction at RedBus,855.69,Transport,Credit Card,Delhi,Savings,Debit,POS Terminal,INR,Service,Yes,Sunday,November,Night
2025-11-05,Transaction at Water Board,5439.65,Biills,Debit Card,Bangalore,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,November,Evening
2025-08-03,Transaction at HP World,135969.59,Electronics,UPI,Hyderabad,Savings,Debit,Mobile,INR,Retail,Yes,Sunday,August,Night
2025-09-28,Transaction at Vistara,15743.04,Travell_err,Credit Card,Hyderabad,Salary,Debit,Desktop,INR,Service,Yes,Sunday,September,Night
2025-03-04,Transaction at Chai Point,1488.0,Food,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,No,Tuesday,March,Afternoon
2025-12-10,Transaction at Vodafone Idea,1713.09,Biills,Net Banking,Hyderabad,Salary,Debit,Desktop,INR,Service,No,Wednesday,December,Afternoon
2025-10-29,Transaction at BigBazaar,561.33,Grocerie$,UPI,Delhi,Savings,Debit,Desktop,INR,Retail,Yes,Wednesday,October,Evening
2025-01-11,Transaction at Vistara,,Travell_err,Net Banking,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Saturday,January,Morning
2025-06-03,Transaction at Aster,19186.83,Healthcare,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Service,No,Tuesday,June,Morning
2025-12-22,Transaction at Levis,7008.66,Clothing,Net Banking,Delhi,Salary,Debit,POS Terminal,INR,Retail,No,Monday,December,Afternoon
2025-01-18,Transaction at A2B,444.21,Food,UPI,Pune,Current,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,January,Morning
2025-10-22,Transaction at MedPlus,9034.01,Healthcare,Net Banking,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Wednesday,October,Evening
2025-08-11,Transaction at CCD,886.04,Food,Credit Card,Delhi,Savings,Debit,Desktop,INR,Restaurant,No,Monday,August,Morning
2025-07-31,Transaction at Apple Store,50968.02,Electronics,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Retail,No,Thursday,July,Evening
2025-03-21,Transaction at Air India,21757.23,Travell_err,Debit Card,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Friday,March,Morning
2025-01-17,Transaction at Zara,5008.45,Clothing,Debit Card,Delhi,Salary,Debit,Mobile,INR,Retail,Yes,Friday,January,Afternoon
2025-02-06,Transaction at Air India,16556.96,Travell_err,UPI,Bangalore,Current,Debit,POS Terminal,INR,Service,No,Thursday,February,Evening
2025-08-06,Transaction at BSNL,4915.99,Biills,UPI,Mumbai,Current,Debit,Desktop,INR,Service,Yes,Wednesday,August,Evening
2025-11-23,Transaction at Cream Stone,767.84,Food,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,November,Night
2025-07-31,Transaction at Dell Exclusive,16926.32,Electronics,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Thursday,July,Morning
2025-07-17,Transaction at Netmeds,17321.49,Healthcare,Debit Card,Mumbai,Current,Debit,Mobile,INR,Service,Yes,Thursday,July,Afternoon
2025-01-18,Transaction at Rapido,401.36,Transport,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Service,Yes,Saturday,January,Afternoon
2025-06-28,Transaction at Property Tax Online,5097.82,Biills,UPI,Mumbai,Current,Debit,Mobile,INR,Service,No,Saturday,June,Afternoon
2025-07-21,Transaction at IRCTC,22484.89,Travell_err,Net Banking,Delhi,Current,Debit,Desktop,INR,Service,Yes,Monday,July,Afternoon
2025-11-27,Transaction at US Polo,1486.41,Clothing,UPI,Bangalore,Salary,Debit,Desktop,INR,Retail,Yes,Thursday,November,Night
2025-08-10,Transaction at Croma,27810.14,Electronics,UPI,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,Yes,Sunday,August,Evening
2025-01-12,Transaction at Ola,649.03,Transport,Net Banking,Mumbai,Current,Debit,Mobile,INR,Service,Yes,Sunday,January,Evening
2025-05-26,Transaction at Nilgiris,276.76,Grocerie$,Debit Card,Mumbai,Salary,Debit,Mobile,INR,Retail,Yes,Monday,May,Morning
2025-05-10,Transaction at IRCTC,27088.5,Travell_err,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,May,Night
2025-12-30,Transaction at Paradise Biryani,475.19,Food,Credit Card,Bangalore,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Tuesday,December,Morning
2025-06-09,Transaction at Barbeque Nation,791.01,,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Monday,June,Morning
2025-01-10,Transaction at Reliance Fresh,2479.44,Grocerie$,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Retail,Yes,Friday,January,Afternoon
2025-05-05,Transaction at Ajio,12800.73,Online Shopping,Credit Card,Hyderabad,Current,Debit,Mobile,INR,Online Store,Yes,Monday,May,Night
2025-05-05,Transaction at Noise,5051.77,Electronics,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Retail,No,Monday,May,Afternoon
